sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,1.8714167861649296,0.0012427373758312,0.1176864242952126,1.8544600677284224,0.3199573569271065,0.0072854853887008,0.4251974686082396,0.7099661877694491,0.8245767833209915,3.9039608076889256,2.062825325883517,3.624716794599043,4.410389168024823,1.7857927704226908
2,1.7342296432621074,1.8645515139963984,4.795453663160301,2.017578561639443,3.377536734634361,0.6046314966823054,0.9323031056824528,2.949669877898968,1.2547596282075155,2.915865426214804,0.2218628310136176,2.935499864506963,0.6329531072145342,0.1937182270099303
3,6.374722683866764,3.6021741912105907,10.59846781735467,21.351960680851487,5.122183194446729,11.90566623816764,32.934930794152365,11.399697768764414,52.04965344491804,41.05439778994892,28.558343284516997,22.754598273374544,6.976194058723922,31.181689185458623
4,4.757746144249681,5.007766246912492,2.6239550219874896,16.590080772047862,6.720583964420809,1.5009520146155702,1.4277697945493255,8.492885249168339,12.532519705299054,5.384678809929979,0.4653210229633063,7.729872651516399,1.0408813005337998,1.5820960964379096
5,0.2867613961988484,0.054188210843766,0.0562782225491239,0.0961267963267116,0.0218942029050531,0.0967646167680719,0.132472727473739,0.0828613217328952,1.391474252716229,0.2440924024249611,0.533223645966701,0.4472822082919743,0.0976076540406195,0.138024771164115
6,1.3062769326128183,2.4716760702998126,3.838887405460156,0.891544267485155,6.4091633752136765,19.74990201633339,1.5279430664248494,10.392399364646696,55.20981549420521,5.753971782467019,16.15095465367125,3.908848833187859,15.64068702642398,8.099456898302613
7,0.3299760539746803,14.36017997965778,0.0,0.0,8.497432392483772e-06,0.0134290859995541,0.9774523815625952,0.004031352954262,0.0,8.307554512633565,0.0185069466193954,1.8670860712658444,0.2288632984414795,2.379894682252353
8,2.308806214565588,0.5375770703302685,0.3416851000476886,0.1518608193856437,0.1123479961893424,0.1008025409357677,0.1576583009076184,3.3415700861582165,16.087737129931106,3.323110213075997,3.4437830391405986,1.3066836289127672,1.427704461560069,3.986020424662613
9,3.3210819897112502,7.431944930731334,4.092725632000355,7.944493532934824,5.359586163040256,9.768627563603207,7.60000280369316,12.424883859856884,37.39491569430923,4.357881592832143,14.167102111396469,4.299868473589837,9.434864867984324,10.400995255146738
11,0.8008713427997275,1.125309837482595,3.1989474498382133,6.789875269712216,6.175552866891697,0.4521868429424156,10.614895546985752,16.782296554300462,0.8038414106255036,5.320978634012265,4.991420145020858,2.048170632894715,1.9668730153727965,0.992991783450857
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,5.766826820002088,7.521852051072714,3.0194883790321305,25.180940895762472,13.02103088851488,4.24882400635993,17.921041180110855,18.03209121829964,25.742476495126542,24.47728186195912,34.85051568385052,8.904370035542593,9.862942513846235,12.7270065393686
17,0.6175037399061887,0.3571106179085913,4.11213193998321,1.0866004196486745,0.5936343324095829,0.2219007922890214,2.5140783109280567,0.9772835603590672,1.6796406436902749,4.371764306843508,0.6254900530273229,2.0267079054573003,0.4758786112870151,2.177187345848812
